food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,total_mass_g,Caloric Value_per_100g,Fat_per_100g,Saturated Fats_per_100g,Monounsaturated Fats_per_100g,Polyunsaturated Fats_per_100g,Carbohydrates_per_100g,Sugars_per_100g,Protein_per_100g,Dietary Fiber_per_100g,Cholesterol_per_100g,Sodium_per_100g,Water_per_100g,Vitamin A_per_100g,Vitamin B1_per_100g,Vitamin B11_per_100g,Vitamin B12_per_100g,Vitamin B2_per_100g,Vitamin B3_per_100g,Vitamin B5_per_100g,Vitamin B6_per_100g,Vitamin C_per_100g,Vitamin D_per_100g,Vitamin E_per_100g,Vitamin K_per_100g,Calcium_per_100g,Copper_per_100g,Iron_per_100g,Magnesium_per_100g,Manganese_per_100g,Phosphorus_per_100g,Potassium_per_100g,Selenium_per_100g,Zinc_per_100g
jerusalem artichokes,110,0.047,0,0.065,0.036,26.2,14.4,3,2.4,0,0.011,117,0,0.3,0.052,0,0.049,2,0.6,0.1,6,0,0.3,0.014,21,0.2,5.1,25.5,0.014,117,643.5,0.083,0.2,63.742,146.247,75.21521809,0.032137411,0,0.044445356,0.02461589,17.9148974,9.846355823,2.05132413,1.641059304,0,0.007521522,80.00164106,0,0.205132413,0.035556285,0,0.033504961,1.36754942,0.410264826,0.068377471,4.102648259,0,0.205132413,0.009572846,14.35926891,0.136754942,3.487251021,17.4362551,0.009572846,80.00164106,440.0090258,0.056753301,0.136754942
collard raw,12,0.2,0.026,0.049,0.075,2,0.2,1.1,1.4,0,0.014,32.3,0,0,0.007,0.033,0,0.068,0.3,0.06,0.003,12.7,0,0.8,0.2,83.5,0.004,0.2,9.7,0.2,9,76.7,0.041,5.001,35.6,33.70786517,0.561797753,0.073033708,0.137640449,0.210674157,5.617977528,0.561797753,3.08988764,3.93258427,0,0.039325843,90.73033708,0,0,0.019662921,0.092696629,0,0.191011236,0.842696629,0.168539326,0.008426966,35.6741573,0,2.247191011,0.561797753,234.5505618,0.011235955,0.561797753,27.24719101,0.561797753,25.28089888,215.4494382,0.115168539
chrysanthemum cooked,20,0.036,0,0,0,4.3,2,1.6,2.3,0,0.042,92.5,0,0,0.086,0.092,0,0.2,0.7,0.061,0.1,23.9,0,2.5,0.1,69,0.1,3.7,18,0.4,43,569,0.001,8.597,98.436,20.31776992,0.036571986,0,0,0,4.368320533,2.031776992,1.625421594,2.336543541,0,0.042667317,93.96968589,0,0,0.087366411,0.093461742,0,0.203177699,0.711121947,0.061969198,0.10158885,24.27973506,0,2.53972124,0.10158885,70.09630623,0.10158885,3.758787435,18.28599293,0.406355398,43.68320533,578.0405543,0.001015888
oriental radish dried,314,0.8,0.3,0.1,0.4,73.5,43.3,9.2,27.7,0,0.3,22.8,0,0.3,0.3,0,0.8,3.9,2.2,0.7,0,0,0.008,0.031,729.6,1.9,7.8,197.2,0.6,236.6,4053,0.091,2.5,848.6,106.3,295.3904045,0.752587018,0.282220132,0.094073377,0.376293509,69.14393227,40.73377234,8.654750706,26.05832549,0,0.282220132,21.44873001,0,0.282220132,0.282220132,0,0.752587018,3.668861712,2.069614299,0.658513641,0,0,0.00752587,0.029162747,686.3593603,1.787394167,7.337723424,185.5126999,0.564440263,222.5776105,3812.793979,0.085606773,2.351834431
tomatillos,42,1.3,0.2,0.2,0.6,7.7,5.2,1.3,2.5,0,0.019,121,0,0.088,0.093,0,0.099,2.4,0.2,0.074,15.4,0,0.5,0.033,9.2,0.1,0.8,26.4,0.2,51.5,353.8,0.055,0.3,38.2,131.3,31.98781417,0.99009901,0.152322925,0.152322925,0.456968774,5.864432597,3.96039604,0.99009901,1.904036558,0,0.014470678,92.15536938,0,0.067022087,0.07083016,0,0.075399848,1.827875095,0.152322925,0.056359482,11.72886519,0,0.380807312,0.025133283,7.006854532,0.076161462,0.609291698,20.10662605,0.152322925,39.22315308,269.4592536,0.041888804,0.228484387
taro shoots raw,9,0.069,0.016,0.071,0.042,2,0,0.8,0,0,0.056,82.4,0,0.024,0.04,0,0.014,0.7,0.074,0.035,18.1,0,0,0,10.3,0.099,0.5,6.9,0.1,24.1,285.5,0.002,0.4,31.723,85.269,10.55483235,0.080920381,0.018764146,0.0832659,0.049255884,2.345518301,0,0.93820732,0,0,0.065674512,96.635354,0,0.02814622,0.046910366,0,0.016418628,0.820931405,0.086784177,0.04104657,21.22694062,0,0,0,12.07941925,0.116103156,0.586379575,8.092038138,0.117275915,28.26349553,334.8227375,0.002345518,0.46910366
acorn squash raw,172,0.4,0.091,0.086,0.2,44.9,0,3.4,6.5,0,0.017,378.3,0,0.6,0.06,0,0.071,3,1.7,0.7,47.4,0,0,0,142.2,0.3,3,137.9,0.7,155.2,1495.6,0.077,0.6,247.8,427,40.28103044,0.093676815,0.021311475,0.020140515,0.046838407,10.51522248,0,0.796252927,1.522248244,0,0.003981265,88.59484778,0,0.140515222,0.014051522,0,0.016627635,0.702576112,0.398126464,0.163934426,11.10070258,0,0,0,33.30210773,0.070257611,0.702576112,32.29508197,0.163934426,36.34660422,350.2576112,0.018032787,0.140515222
leeks dried,10,0.026,0.08,0.055,0.031,2.4,0,0.5,0.3,0,0.077,0.018,0,0.056,0.089,0,0.008,0.1,0.076,0.023,3.8,0,0,0,11.5,0.047,0.2,5.2,0.014,11.1,76.8,0.092,0.096,18.709,2.944,339.673913,0.883152174,2.717391304,1.868206522,1.05298913,81.52173913,0,16.98369565,10.19021739,0,2.61548913,0.611413043,0,1.902173913,3.023097826,0,0.27173913,3.39673913,2.581521739,0.78125,129.076087,0,0,0,390.625,1.596467391,6.793478261,176.6304348,0.475543478,377.0380435,2608.695652,3.125,3.260869565
cabbage raw,70,0.3,0.054,0.066,0.021,16.2,9,3.6,7,0,0.006,258.1,0,0,0.2,0.1,0,0.1,0.7,0.6,0.3,102.5,0,0.4,0.2,112,0.083,1.3,33.6,0.4,72.8,476,0.057,27.635,278.2,25.16175413,0.107836089,0.019410496,0.02372394,0.007548526,5.823148814,3.235082674,1.29403307,2.516175413,0,0.002156722,92.77498203,0,0,0.071890726,0.035945363,0,0.035945363,0.251617541,0.215672178,0.107836089,36.84399712,0,0.143781452,0.071890726,40.25880661,0.029834651,0.46728972,12.07764198,0.143781452,26.1682243,171.0999281,0.020488857
sweet red peppers cooked,19,0.1,0.012,0.094,0.087,4.5,3.2,0.7,0.9,0,0.2,67.1,0,0.041,0.055,0,0.049,0.3,0.066,0.2,124.8,0,1.2,0.016,6.6,0.069,0.3,7.3,0.023,13.1,121.2,0.059,0.055,137.9,72.4,26.24309392,0.138121547,0.016574586,0.129834254,0.120165746,6.215469613,4.419889503,0.966850829,1.243093923,0,0.276243094,92.67955801,0,0.056629834,0.075966851,0,0.067679558,0.414364641,0.091160221,0.276243094,172.3756906,0,1.657458564,0.022099448,9.116022099,0.095303867,0.414364641,10.08287293,0.031767956,18.09392265,167.4033149,0.081491713,0.075966851
sweet red peppers raw,46,0.4,0.088,0.016,0.1,9,6.3,1.5,3.1,0,0.092,137.4,0,0.094,0.089,0,0.1,1.5,0.5,0.4,190.3,0,2.4,0.095,10.4,0.037,0.6,17.9,0.2,38.7,314.4,0.081,0.4,215.3,148.3,31.01820634,0.269723533,0.059339177,0.010788941,0.067430883,6.068779501,4.248145651,1.01146325,2.090357384,0,0.062036413,92.65003372,0,0.06338503,0.060013486,0,0.067430883,1.01146325,0.337154417,0.269723533,128.320971,0,1.6183412,0.064059339,7.012811868,0.024949427,0.4045853,12.07012812,0.134861767,26.09575185,212.0026972,0.054619016,0.269723533
cucumber peeled,16,0.2,0.1,0.068,0.087,2.9,1.8,0.8,0.9,0,0.098,128.7,0,0,0.049,0.066,0,0.095,0.048,0.3,0.082,4.3,0,0.006,0.052,18.6,0.018,0.3,16,0.058,27.9,180.9,0.027,4.903,132.6,12.06636501,0.150829563,0.075414781,0.051282051,0.06561086,2.187028658,1.357466063,0.60331825,0.678733032,0,0.073906486,97.05882353,0,0,0.036953243,0.049773756,0,0.071644042,0.036199095,0.226244344,0.061840121,3.242835596,0,0.004524887,0.039215686,14.02714932,0.013574661,0.226244344,12.06636501,0.043740573,21.04072398,136.4253394,0.020361991
purslane raw,9,0.2,0,0,0,1.5,0,0.9,0,0,0.066,39.9,0,0.097,0.059,0,0.015,0.2,0.094,0.003,9,0,0,0,28,0.08,0.9,29.2,0.1,18.9,212.4,0.03,0.063,40.5,42.5,21.17647059,0.470588235,0,0,0,3.529411765,0,2.117647059,0,0,0.155294118,93.88235294,0,0.228235294,0.138823529,0,0.035294118,0.470588235,0.221176471,0.007058824,21.17647059,0,0,0,65.88235294,0.188235294,2.117647059,68.70588235,0.235294118,44.47058824,499.7647059,0.070588235,0.148235294
peas onions cooked,81,0.4,0.055,0.049,0.2,15.5,6.8,4.6,4,0,0.5,158.7,0,0.3,0.078,0,0.1,1.9,0.2,0.2,12.4,0,0.019,0.053,25.2,0.1,1.7,23.4,0.3,61.2,210.6,0.042,0.5,63.8,179.2,45.20089286,0.223214286,0.030691964,0.02734375,0.111607143,8.649553571,3.794642857,2.566964286,2.232142857,0,0.279017857,88.56026786,0,0.167410714,0.043526786,0,0.055803571,1.060267857,0.111607143,0.111607143,6.919642857,0,0.010602679,0.029575893,14.0625,0.055803571,0.948660714,13.05803571,0.167410714,34.15178571,117.5223214,0.0234375,0.279017857
tomato cooked,22,0.1,0.086,0.069,0.041,4.9,3.1,1.2,0.9,0,0.029,116,0,0,0.054,0.052,0,0.074,0.7,0.2,0.096,28,0,0.7,0.054,13.5,0.052,0.8,11.1,0.1,34.4,268.1,0,7.36,122.2,18.00327332,0.081833061,0.070376432,0.056464812,0.033551555,4.009819967,2.536824877,0.981996727,0.736497545,0,0.023731588,94.92635025,0,0,0.044189853,0.042553191,0,0.060556465,0.572831424,0.163666121,0.078559738,22.91325696,0,0.572831424,0.044189853,11.04746318,0.042553191,0.654664484,9.083469722,0.081833061,28.15057283,219.3944354,0
taro shoots cooked,20,0.1,0.068,0.003,0.037,4.5,0,1,0,0,0.3,133.4,0,0.024,0.014,0,0.035,1.1,0.1,0.2,26.5,0,0,0,19.6,0.1,0.6,11.2,0.2,36.4,481.6,0.083,0.8,52.3,139,14.38848921,0.071942446,0.048920863,0.002158273,0.026618705,3.237410072,0,0.71942446,0,0,0.215827338,95.97122302,0,0.017266187,0.010071942,0,0.025179856,0.791366906,0.071942446,0.143884892,19.0647482,0,0,0,14.10071942,0.071942446,0.431654676,8.057553957,0.143884892,26.18705036,346.4748201,0.05971223,0.575539568
scots kale raw,28,0.4,0.072,0.015,0.2,5.6,0,1.9,1.1,0,0.059,58.3,0,0.05,0.08,0,0.09,0.9,0.057,0.2,87.1,0,0,0,137.4,0.2,2,59,0.4,41.5,301.5,0.011,0.2,235.5,66.2,42.29607251,0.604229607,0.108761329,0.02265861,0.302114804,8.459214502,0,2.870090634,1.66163142,0,0.089123867,88.06646526,0,0.075528701,0.120845921,0,0.135951662,1.359516616,0.086102719,0.302114804,131.570997,0,0,0,207.5528701,0.302114804,3.021148036,89.12386707,0.604229607,62.68882175,455.4380665,0.016616314,0.302114804
artichoke raw,60,0.2,0.056,0.019,0.01,13.5,1.3,4.2,6.9,0,0.1,108.7,0,0,0.097,0.058,0,0.03,1.3,0.4,0.1,15,0,0.2,0.045,56.3,0.3,1.6,76.8,0.3,115.2,473.6,0.056,25.274,126.6,47.39336493,0.157977883,0.044233807,0.015007899,0.007898894,10.66350711,1.02685624,3.317535545,5.450236967,0,0.078988942,85.86097946,0,0,0.076619273,0.045813586,0,0.023696682,1.02685624,0.315955766,0.078988942,11.84834123,0,0.157977883,0.035545024,44.47077409,0.236966825,1.263823065,60.66350711,0.236966825,90.99526066,374.0916272,0.044233807
navy bean sprouts raw,70,0.7,0.05,0.042,0.4,13.6,0,6.4,0,0,0.063,82.3,0,0.4,0.1,0,0.2,1.3,0.9,0.2,19.6,0,0,0,15.6,0.4,2,105,0.4,104,319.3,0.001,0.9,57.9,103,67.96116505,0.67961165,0.048543689,0.040776699,0.388349515,13.2038835,0,6.213592233,0,0,0.061165049,79.90291262,0,0.388349515,0.097087379,0,0.194174757,1.262135922,0.873786408,0.194174757,19.02912621,0,0,0,15.14563107,0.388349515,1.941747573,101.9417476,0.388349515,100.9708738,310,0.000970874,0.873786408
sweet pickles,146,0.7,0.1,0.021,0.2,33.8,29.2,0.9,1.6,0,0.7,121.9,0,0.079,0.077,0,0.006,0.2,0.037,0.005,1.1,0,0.6,0.018,97.6,0.021,0.4,11.2,0.1,28.8,160,0,0.2,136.1,157.3,92.81627463,0.445009536,0.063572791,0.013350286,0.127145582,21.48760331,18.56325493,0.572155118,1.017164654,0,0.445009536,77.49523204,0,0.050222505,0.048951049,0,0.003814367,0.127145582,0.023521933,0.00317864,0.699300699,0,0.381436745,0.011443102,62.04704387,0.013350286,0.254291163,7.120152575,0.063572791,18.30896376,101.7164654,0,0.127145582
oriental radish cooked,25,0.4,0.1,0.026,0.2,5,2.7,1,2.4,0,0.4,139.7,0,0,0.059,0,0.089,0.2,0.2,0.021,22.2,0,0,0.016,25,0.1,0.2,13.2,0.041,35.3,419,0.019,0.2,56.2,146.1,17.11156742,0.273785079,0.06844627,0.01779603,0.136892539,3.422313484,1.848049281,0.684462697,1.642710472,0,0.273785079,95.61943874,0,0,0.040383299,0,0.06091718,0.136892539,0.136892539,0.014373717,15.19507187,0,0,0.010951403,17.11156742,0.06844627,0.136892539,9.034907598,0.028062971,24.1615332,286.78987,0.013004791,0.136892539
sweet potato leaves raw,15,0.2,0.088,0.045,0.049,3.1,0,0.9,1.9,0,0.073,30.4,0,0.031,0,0,0.1,0.4,0.07,0.042,3.9,0,0,0.1,27.3,0,0.3,24.5,0,28.4,177.8,0.068,0,37.6,34.6,43.35260116,0.578034682,0.25433526,0.130057803,0.141618497,8.959537572,0,2.601156069,5.49132948,0,0.210982659,87.86127168,0,0.089595376,0,0,0.289017341,1.156069364,0.202312139,0.121387283,11.2716763,0,0,0.289017341,78.9017341,0,0.867052023,70.80924855,0,82.08092486,513.8728324,0.196531792,0
irishmoss,2,0.049,0.06,0.096,0.091,0.6,0.098,0.037,0.082,0,0.084,4.1,0,0.004,0.02,0,0.027,0.009,0.036,0.061,0.2,0,0.04,0.012,3.6,0.055,0.4,7.2,0.029,7.9,3.2,0.098,0.052,4.975,4.786,41.78854994,1.023819473,1.253656498,2.005850397,1.901379022,12.53656498,2.047638947,0.773088174,1.713330547,0,1.755119097,85.66652737,0,0.0835771,0.417885499,0,0.564145424,0.188048475,0.752193899,1.274550773,4.178854994,0,0.835770999,0.2507313,75.21938989,1.149185123,8.357709987,150.4387798,0.605933974,165.0647723,66.8616799,2.047638947,1.086502298
drumstick leaves cooked,25,0.4,0,0,0,4.7,0.4,2.2,0.8,0,0.1,34.3,0,0.041,0.091,0,0.2,0.8,0.007,0.4,13,0,0.084,0.085,63.4,0.004,1,63.4,0.4,28.1,144.5,0.042,0.2,85.5,41.6,60.09615385,0.961538462,0,0,0,11.29807692,0.961538462,5.288461538,1.923076923,0,0.240384615,82.45192308,0,0.098557692,0.21875,0,0.480769231,1.923076923,0.016826923,0.961538462,31.25,0,0.201923077,0.204326923,152.4038462,0.009615385,2.403846154,152.4038462,0.961538462,67.54807692,347.3557692,0.100961538,0.480769231
winter squash raw,39,0.2,0.019,0.089,0.086,10,2.6,1.1,1.7,0,0.027,104.1,0,0.054,0.08,0,0.001,0.6,0.2,0.2,14.3,0,0.1,0.021,32.5,0.051,0.7,16.2,0.2,26.7,406,0.049,0.2,60.5,115.4,33.79549393,0.173310225,0.016464471,0.07712305,0.074523397,8.665511265,2.253032929,0.953206239,1.473136915,0,0.02339688,90.20797227,0,0.046793761,0.06932409,0,0.000866551,0.519930676,0.173310225,0.173310225,12.39168111,0,0.086655113,0.018197574,28.16291161,0.044194107,0.606585789,14.03812825,0.173310225,23.13691508,351.8197574,0.042461005,0.173310225
pumpkin raw,30,0.1,0.065,0.044,0.004,7.5,3.2,1.2,0.6,0,0.062,106.3,0,0.009,0.036,0,0.1,0.7,0.3,0.071,10.4,0,1.2,0.012,24.4,0.1,0.9,13.9,0.1,51,394.4,0.093,0.4,45.1,115.1,26.06429192,0.086880973,0.056472632,0.038227628,0.003475239,6.51607298,2.780191138,1.042571677,0.521285838,0,0.053866203,92.35447437,0,0.007819288,0.03127715,0,0.086880973,0.608166811,0.260642919,0.061685491,9.035621199,0,1.042571677,0.010425717,21.19895743,0.086880973,0.781928758,12.07645526,0.086880973,44.30929626,342.6585578,0.080799305,0.347523892
chicory greens,7,0.096,0.078,0.06,0.018,1.4,0.2,0.5,1.2,0,0.017,26.7,0,0,0.033,0.021,0,0.008,0.1,0.3,0.062,7,0,0.7,0.079,29,0.081,0.3,8.7,0.1,13.6,121.8,0.015,3.279,28.696,24.39364371,0.334541399,0.271814887,0.209088375,0.062726512,4.878728743,0.696961249,1.742403122,4.181767494,0,0.059241706,93.04432674,0,0,0.114998606,0.073180931,0,0.02787845,0.348480624,1.045441873,0.216057987,24.39364371,0,2.439364371,0.275299693,101.0593811,0.282269306,1.045441873,30.31781433,0.348480624,47.39336493,424.4494006,0.052272094
spinach cooked,41,0.5,0.042,0.01,0.2,6.8,0.8,5.3,4.3,0,0.1,164.2,0,0,0.2,0.3,0,0.4,0.9,0.3,0.4,17.6,0,3.7,0.9,244.8,0.3,6.4,156.6,1.7,100.8,838.8,0.029,18.5,176.8,23.19004525,0.28280543,0.023755656,0.005656109,0.113122172,3.846153846,0.452488688,2.997737557,2.432126697,0,0.056561086,92.87330317,0,0,0.113122172,0.169683258,0,0.226244344,0.509049774,0.169683258,0.226244344,9.954751131,0,2.092760181,0.509049774,138.4615385,0.169683258,3.619909502,88.57466063,0.961538462,57.01357466,474.4343891,0.016402715
radish pickled,42,0.5,0.1,0.068,0.2,7.8,3,1.7,3.3,0,1.2,137.3,0,0.054,0.001,0,0.021,0.5,0.3,0.2,0,0,0,0.008,42,0.3,0.3,12,0.072,46.5,499.5,0.054,0.3,55.6,147.3,28.51323829,0.339443313,0.067888663,0.046164291,0.135777325,5.295315682,2.036659878,1.154107264,2.240325866,0,0.814663951,93.21113374,0,0.036659878,0.000678887,0,0.014256619,0.339443313,0.203665988,0.135777325,0,0,0,0.005431093,28.51323829,0.203665988,0.203665988,8.146639511,0.048879837,31.56822811,339.1038697,0.036659878,0.203665988
sweet onion,106,0.3,0,0,0,25,16.6,2.6,3,0,0.063,302,0,0,0.1,0.047,0,0.062,0.4,0.3,0.4,15.9,0,0.038,0.033,66.2,0.2,0.9,29.8,0.3,89.4,393.9,0.067,31.6,329.9,32.13094877,0.090936647,0,0,0,7.578053956,5.031827827,0.788117611,0.909366475,0,0.019096696,91.54289179,0,0,0.030312216,0.014246741,0,0.018793574,0.121248863,0.090936647,0.121248863,4.819642316,0,0.011518642,0.010003031,20.06668687,0.060624432,0.272809942,9.033040315,0.090936647,27.09912095,119.3998181,0.020309185
salsify cooked,92,0.2,0,0,0,20.7,3.9,3.7,4.2,0,0.028,109.4,0,0.042,0.031,0,0.2,0.5,0.4,0.3,6.2,0,0.3,0.099,63.5,0.05,0.7,24.3,0.3,75.6,382.1,0.002,0.4,99.2,134,68.65671642,0.149253731,0,0,0,15.44776119,2.910447761,2.76119403,3.134328358,0,0.020895522,81.64179104,0,0.031343284,0.023134328,0,0.149253731,0.373134328,0.298507463,0.223880597,4.626865672,0,0.223880597,0.073880597,47.3880597,0.037313433,0.52238806,18.13432836,0.223880597,56.41791045,285.1492537,0.001492537,0.298507463
radish seeds sprouted,16,1,0.3,0.2,0.4,1.4,0,1.4,0,0,0.067,34.2,0,0.006,0.077,0,0.054,1.1,0.3,0.1,11,0,0,0,19.4,0.07,0.3,16.7,0.082,42.9,32.7,0.073,0.2,34.5,38,42.10526316,2.631578947,0.789473684,0.526315789,1.052631579,3.684210526,0,3.684210526,0,0,0.176315789,90,0,0.015789474,0.202631579,0,0.142105263,2.894736842,0.789473684,0.263157895,28.94736842,0,0,0,51.05263158,0.184210526,0.789473684,43.94736842,0.215789474,112.8947368,86.05263158,0.192105263,0.526315789
turnips raw,51,0.2,0.074,0.098,0.04,11.8,7,1.6,3.3,0,0.1,168.1,0,0,0.054,0.083,0,0.047,0.7,0.4,0.2,38.4,0,0.088,0.057,54.9,0.2,0.5,20.1,0.2,49.4,349.5,0.055,17.384,181.7,28.06824436,0.110071547,0.040726472,0.053935058,0.022014309,6.494221244,3.852504128,0.880572372,1.816180517,0,0.055035773,92.51513484,0,0,0.029719318,0.045679692,0,0.025866813,0.385250413,0.220143093,0.110071547,21.13373693,0,0.04843148,0.031370391,30.21463952,0.110071547,0.275178866,11.06219042,0.110071547,27.18767199,192.3500275,0.030269675
burdock root raw,85,0.2,0.069,0.056,0.094,20.5,3.4,1.8,3.9,0,0.008,94.5,0,0.021,0.088,0,0.057,0.4,0.4,0.3,3.5,0,0.4,0.061,48.4,0.073,0.9,44.8,0.3,60.2,363.4,0.097,0.4,79.2,117,72.64957265,0.170940171,0.058974359,0.047863248,0.08034188,17.52136752,2.905982906,1.538461538,3.333333333,0,0.006837607,80.76923077,0,0.017948718,0.075213675,0,0.048717949,0.341880342,0.341880342,0.256410256,2.991452991,0,0.341880342,0.052136752,41.36752137,0.062393162,0.769230769,38.29059829,0.256410256,51.45299145,310.5982906,0.082905983,0.341880342
red cabbage cooked,49,0.2,0.058,0.001,0.095,11.8,5.6,2.6,4.4,0,0.047,154.4,0,0,0.1,0.098,0,0.1,0.6,0.3,0.4,18.4,0,0.2,0.049,71.4,0.032,1.1,28.9,0.4,56.1,445.4,0.068,19.534,169,28.99408284,0.118343195,0.034319527,0.000591716,0.056213018,6.982248521,3.313609467,1.538461538,2.603550296,0,0.027810651,91.36094675,0,0,0.059171598,0.057988166,0,0.059171598,0.355029586,0.177514793,0.236686391,10.88757396,0,0.118343195,0.028994083,42.24852071,0.018934911,0.650887574,17.10059172,0.236686391,33.19526627,263.5502959,0.040236686
jute raw,10,0.046,0,0.026,0.08,1.6,0,1.3,0,0,0.042,24.6,0,0,0.043,0.02,0,0.2,0.4,0.011,0.2,10.4,0,0,0,58.2,0.049,1.3,17.9,0.009,23.2,156.5,0.009,3.197,27.546,36.30291149,0.166993393,0,0.09438757,0.290423292,5.808465839,0,4.719378494,0,0,0.152472228,89.30516227,0,0,0.156102519,0.072605823,0,0.72605823,1.45211646,0.039933203,0.72605823,37.75502795,0,0,0,211.2829449,0.177884266,4.719378494,64.98221157,0.03267262,84.22275466,568.1405649,0.03267262
hot chile pepper dried,2,0.054,0.001,0.011,0.077,0.3,0.2,0.054,0.1,0,0.041,0.087,0,0.071,0.048,0,0.028,0.085,0.091,0.023,0.2,0,0.079,0.046,0.2,0.016,0.062,0.4,0.076,0.8,9.4,0.043,0.059,1.07,0.495,404.040404,10.90909091,0.202020202,2.222222222,15.55555556,60.60606061,40.4040404,10.90909091,20.2020202,0,8.282828283,17.57575758,0,14.34343434,9.696969697,0,5.656565657,17.17171717,18.38383838,4.646464646,40.4040404,0,15.95959596,9.292929293,40.4040404,3.232323232,12.52525253,80.80808081,15.35353535,161.6161616,1898.989899,8.686868687,11.91919192
salsify raw,109,0.3,0,0,0,24.7,0,4.4,4.4,0,0.093,102.4,0,0,0.1,0.066,0,0.3,0.7,0.5,0.4,10.6,0,0,0,79.8,0.1,0.9,30.6,0.4,99.8,505.4,0.06,34.3,131.8,82.70106222,0.227617602,0,0,0,18.74051593,0,3.338391502,3.338391502,0,0.070561457,77.69347496,0,0,0.075872534,0.050075873,0,0.227617602,0.531107739,0.379362671,0.303490137,8.042488619,0,0,0,60.54628225,0.075872534,0.682852807,23.21699545,0.303490137,75.72078907,383.4597876,0.04552352
crookneck squash raw,24,0.3,0.1,0.057,0.1,4.9,4.5,1.3,1.3,0,0.047,119.7,0,0.085,0.076,0,0.079,0.6,0.2,0.1,24.5,0,0.2,0.097,26.7,0.1,0.6,25.4,0.2,40.6,281.9,0.094,0.4,59.6,126.2,19.01743265,0.237717908,0.079239303,0.045166403,0.079239303,3.882725832,3.565768621,1.030110935,1.030110935,0,0.037242472,94.84944532,0,0.067353407,0.06022187,0,0.062599049,0.475435816,0.158478605,0.079239303,19.41362916,0,0.158478605,0.076862124,21.15689382,0.079239303,0.475435816,20.12678288,0.158478605,32.17115689,223.3755943,0.074484945,0.316957211
indian squash cooked,38,0.4,0,0,0,7.6,4.7,0.7,3.5,0,0,226.1,0,0.064,0.098,0,0.016,0.2,0.1,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,234.8,16.18398637,0.170357751,0,0,0,3.236797274,2.001703578,0.298126065,1.490630324,0,0,96.29471891,0,0.02725724,0.041737649,0,0.00681431,0.085178876,0.042589438,0.010647359,0,0,0,0,0,0,0,0,0,0,0,0,0
poi,269,0.3,0.063,0.058,0.1,65.4,0.9,0.9,1,0,0.091,171.9,0,0,0.3,0.08,0,0.031,2.6,0.7,0.7,9.6,0,5.5,0.022,38.4,0.4,2.1,57.6,0.9,93.6,439.2,0.098,68.761,238.5,112.78826,0.125786164,0.026415094,0.024318658,0.041928721,27.42138365,0.377358491,0.377358491,0.419287212,0,0.038155136,72.0754717,0,0,0.125786164,0.033542977,0,0.012997904,1.090146751,0.293501048,0.293501048,4.025157233,0,2.306079665,0.009224319,16.10062893,0.167714885,0.880503145,24.1509434,0.377358491,39.24528302,184.1509434,0.041090147
sesbania flower cooked,22,0.007,0,0,0,5.3,0,1.2,0,0,0.3,97,0,0.028,0.005,0,0.012,0.3,0,0,38.5,0,0,0,22.9,0,0.6,12.5,0,21.8,111.3,0.025,0,68.544,103.507,21.25460114,0.006762828,0,0,0,5.120426638,0,1.15934188,0,0,0.28983547,93.71346865,0,0.027051311,0.004830591,0,0.011593419,0.28983547,0,0,37.19555199,0,0,0,22.12410755,0,0.57967094,12.07647792,0,21.06137749,107.5289594,0.024152956,0
acorn squash cooked,115,0.3,0.023,0.072,0.1,29.9,0,2.3,9,0,0.5,169.9,0,0.3,0.031,0,0.008,1.8,1,0.4,22.1,0,0,0,90.2,0.2,1.9,88.2,0.5,92.3,895.9,0.07,0.3,155.7,202.4,56.81818182,0.148221344,0.011363636,0.035573123,0.049407115,14.77272727,0,1.136363636,4.446640316,0,0.247035573,83.94268775,0,0.148221344,0.015316206,0,0.003952569,0.889328063,0.494071146,0.197628458,10.91897233,0,0,0,44.56521739,0.098814229,0.938735178,43.5770751,0.247035573,45.6027668,442.6383399,0.03458498,0.148221344
cauliflower cooked,29,0.6,0.055,0.019,0.3,5.1,2.6,2.3,2.9,0,0.094,115.3,0,0,0.008,0.062,0,0.056,0.5,0.6,0.2,54.9,0,0.004,0.068,19.8,0.041,0.4,11.2,0.2,39.7,176.1,0.059,11.26,123.3,23.51987024,0.486618005,0.04460665,0.01540957,0.243309002,4.136253041,2.108678021,1.865369019,2.351987024,0,0.076236821,93.51175994,0,0,0.00648824,0.050283861,0,0.04541768,0.405515004,0.486618005,0.162206002,44.52554745,0,0.00324412,0.055150041,16.05839416,0.03325223,0.324412003,9.083536091,0.162206002,32.19789132,142.8223844,0.04785077
